id,popularity,budget,revenue,original_title,runtime,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
135397,32.985763,150000000.0,1513528810.0,Jurassic World,124,2015-06-09,5562,6.5,2015,137999939.280026,1392445892.5238
76341,28.419936,150000000.0,378436354.0,Mad Max: Fury Road,120,2015-05-13,6185,7.1,2015,137999939.280026,348161292.489031
262500,13.112507,110000000.0,295238201.0,Insurgent,119,2015-03-18,2480,6.3,2015,101199955.47201899,271619025.407628
140607,11.173103999999999,200000000.0,2068178225.0,Star Wars: The Force Awakens,136,2015-12-15,5292,7.5,2015,183999919.040035,1902723129.80182
168259,9.335014,190000000.0,1506249360.0,Furious 7,137,2015-04-01,2947,7.3,2015,174799923.08803302,1385748801.47052
281957,9.1107,135000000.0,532950503.0,The Revenant,156,2015-12-25,3929,7.2,2015,124199945.352024,490314247.02173096
87101,8.654359,155000000.0,440603537.0,Terminator Genisys,125,2015-06-23,2598,5.8,2015,142599937.256027,405355075.683766
286217,7.6674,108000000.0,595380321.0,The Martian,141,2015-09-30,4572,7.6,2015,99359956.2816192,547749654.3101519
211672,7.40416499999999,74000000.0,1156730962.0,Minions,91,2015-06-17,2893,6.5,2015,68079970.0448131,1064192016.7955099
150540,6.326804,175000000.0,853708609.0,Inside Out,94,2015-06-09,3935,8.0,2015,160999929.16003102,785411574.698907
206647,6.200282,245000000.0,880674609.0,Spectre,148,2015-10-26,3254,6.2,2015,225399900.824043,810220283.783075
76757,6.189369,176000003.0,183987723.0,Jupiter Ascending,124,2015-02-04,1937,5.2,2015,161919931.51523,169268630.681802
264660,6.118847,15000000.0,36869414.0,Ex Machina,108,2015-01-21,2854,7.6,2015,13799993.9280026,33919845.9552677
257344,5.984995,88000000.0,243637091.0,Pixels,105,2015-07-16,1575,5.8,2015,80959964.37761559,224146025.095748
99861,5.944927,280000000.0,1405035767.0,Avengers: Age of Ultron,141,2015-04-22,4304,7.4,2015,257599886.656049,1292632336.88177
273248,5.8984,44000000.0,155760117.0,The Hateful Eight,167,2015-12-25,2389,7.4,2015,40479982.18880779,143299244.588332
260346,5.749758,48000000.0,325771424.0,Taken 3,109,2015-01-01,1578,6.1,2015,44159980.5696085,299709578.207785
102899,5.5731839999999995,130000000.0,518602163.0,Ant-Man,115,2015-07-14,3779,7.0,2015,119599947.376023,477113780.029936
150689,5.556818,95000000.0,542351353.0,Cinderella,112,2015-03-12,1495,6.8,2015,87399961.54401691,498963025.21626794
131634,5.476958,160000000.0,650523427.0,The Hunger Games: Mockingjay - Part 2,136,2015-11-18,2380,6.5,2015,147199935.232028,598481289.508232
158852,5.4621379999999995,190000000.0,209035668.0,Tomorrowland,130,2015-05-19,1899,6.2,2015,174799923.08803302,192312729.942398
307081,5.337064,30000000.0,91709827.0,Southpaw,123,2015-06-15,1386,7.3,2015,27599987.856005296,84373003.7158783
254128,4.907832,110000000.0,470490832.0,San Andreas,114,2015-05-27,2060,6.1,2015,101199955.47201899,432851374.985395
216015,4.71040199999999,40000000.0,569651467.0,Fifty Shades of Grey,125,2015-02-11,1865,5.3,2015,36799983.808007106,524079119.045187
318846,4.648046,28000000.0,133346506.0,The Big Short,130,2015-12-11,1545,7.3,2015,25759988.665604897,122678731.54135801
177677,4.566713,150000000.0,682330139.0,Mission: Impossible - Rogue Nation,131,2015-07-23,2349,7.1,2015,137999939.280026,627743451.672881
