id,popularity,budget,revenue,original_title,runtime,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
46529,1.794214,50000000.0,144492830.0,I Am Number Four,109,2011-02-18,1016,6.0,2011,48469902.129573606,140071066.570502
46195,1.710793,90000000.0,484635760.0,Rio,96,2011-04-03,1530,6.5,2011,87245823.83323249,469804957.11383
74643,1.6444720000000002,15000000.0,133432856.0,The Artist,100,2011-05-15,651,7.2,2011,14540970.638872,129349549.423789
38317,1.64314,80000000.0,169852759.0,Zookeeper,102,2011-07-06,327,5.4,2011,77551843.4073177,164654932.103361
49849,1.6402560000000002,163000000.0,174822325.0,Cowboys & Aliens,119,2011-07-29,1363,5.4,2011,158011880.94241002,169472419.65629
57212,1.592819,66000000.0,177584879.0,War Horse,146,2011-12-25,611,6.9,2011,63980270.8110371,172150434.096443
40807,1.531633,8000000.0,39187783.0,50/50,100,2011-09-30,773,6.8,2011,7755184.34073177,37988560.1336993
44896,1.499109,135000000.0,245724603.0,Rango,107,2011-03-02,1385,6.5,2011,130868735.749848,238204949.164766
49520,1.493933,52000000.0,75450437.0,The Change-Up,112,2011-08-05,440,5.9,2011,50408698.2147565,73141505.9404712
44826,1.488615,170000000.0,185770160.0,Hugo,126,2011-11-22,1257,6.8,2011,164797667.24055,180085229.47590402
50348,1.482692,40000000.0,85412898.0,The Lincoln Lawyer,119,2011-03-17,582,6.9,2011,38775921.7036588,82799096.133265
71676,1.4810159999999999,57000000.0,149217355.0,Ghost Rider: Spirit of Vengeance,95,2011-12-10,752,4.7,2011,55255688.4277139,144651011.857676
51828,1.4703629999999999,15000000.0,59389433.0,One Day,107,2011-03-02,591,6.9,2011,14540970.638872,57572000.1008174
49021,1.46909,66000000.0,57777106.0,Killer Elite,116,2011-09-23,440,6.0,2011,63980270.8110371,56009013.463
48171,1.465299,37000000.0,96047633.0,The Rite,114,2011-01-28,320,5.7,2011,35867727.5758844,93108387.42574409
51162,1.425344,30000000.0,14460000.0,Winnie the Pooh,63,2011-04-13,174,6.8,2011,29081941.277744103,14017495.695872597
52451,1.407986,75000000.0,132274484.0,The Three Musketeers,110,2011-08-31,589,5.5,2011,72704853.1943604,128226625.874397
58232,1.388994,8000000.0,1749457.0,Chalet Girl,96,2011-02-02,108,6.2,2011,7755184.34073177,1695920.19139794
59436,1.3677270000000001,30000000.0,151119219.0,Midnight in Paris,94,2011-05-11,1117,7.2,2011,29081941.277744103,146494675.096552
38321,1.344998,60000000.0,78309131.0,Priest,87,2011-05-05,439,5.3,2011,58163882.555488296,75912718.30843921
57157,1.2851059999999999,12000000.0,22939027.0,Young Adult,94,2011-12-16,219,5.2,2011,11632776.5110976,22237047.872752897
59440,1.246852,25000000.0,23057115.0,Warrior,140,2011-09-09,768,7.6,2011,24234951.064786803,22351522.1488064
59965,1.2465950000000001,35000000.0,82087155.0,Abduction,106,2011-09-22,631,5.5,2011,33928931.490701504,79575127.3789028
48138,1.246283,30000000.0,130786397.0,Unknown,113,2011-02-16,779,6.4,2011,29081941.277744103,126784077.24939099
38050,1.241191,50200000.0,127869379.0,The Adjustment Bureau,106,2011-03-03,1097,6.4,2011,48663781.7380919,123956325.70998701
37958,1.240414,75000000.0,226904017.0,Immortals,110,2011-11-10,596,5.6,2011,72704853.1943604,219960309.935942
60420,1.22871,250000.0,3542353.0,Like Crazy,90,2011-10-28,257,6.4,2011,242349.510647868,3433950.06436803
59861,1.21550499999999,30000000.0,36160375.0,Larry Crowne,98,2011-06-30,218,5.6,2011,29081941.277744103,35053796.744373605
39513,1.21340499999999,40000000.0,97552050.0,Paul,104,2011-02-14,1143,6.4,2011,38775921.7036588,94566766.3207854
62835,1.205338,40000000.0,60965854.0,Colombiana,108,2011-07-27,554,6.5,2011,38775921.7036588,59100179.532517396
44943,1.19533,70000000.0,202466756.0,Battle: Los Angeles,116,2011-03-08,1041,5.5,2011,67857862.98140301,196270876.956245
55779,1.176723,47000000.0,157887643.0,Final Destination 5,92,2011-08-12,493,5.9,2011,45561708.0017992,153055972.073581
45610,1.128994,30000000.0,2527904.0,Machine Gun Preacher,129,2011-09-23,166,6.4,2011,29081941.277744103,2450545.18945915
71880,1.123666,79000000.0,149673788.0,Jack and Jill,91,2011-11-11,371,4.2,2011,76582445.36472629,145093477.114451
63492,1.120851,20000000.0,30426096.0,What's Your Number?,106,2011-09-30,390,6.2,2011,19387960.8518294,29494997.906100202
23047,1.11981,40000000.0,88100000.0,Season of the Witch,95,2011-01-07,453,5.2,2011,38775921.7036588,85403967.55230871
75900,1.116674,6400000.0,35057696.0,My Week with Marilyn,99,2011-10-17,212,6.7,2011,6204147.47258542,33984861.88016681
74465,1.111078,50000000.0,120081841.0,We Bought a Zoo,124,2011-12-22,589,6.4,2011,48469902.129573606,116407101.61618
71469,1.107689,30000000.0,64626786.0,The Darkest Hour,89,2011-12-25,309,4.7,2011,29081941.277744103,62649079.8473779
50014,1.105855,25000000.0,124272124.0,The Help,146,2011-08-09,1056,7.6,2011,24234951.064786803,120469153.75428401
75174,1.102011,25000000.0,77278331.0,The Grey,117,2011-12-11,955,6.3,2011,24234951.064786803,74913462.80613591
60308,1.081676,50000000.0,110206216.0,Moneyball,133,2011-09-22,899,6.9,2011,48469902.129573606,106833690.071813
71859,1.079441,7000000.0,6038942.0,We Need to Talk About Kevin,112,2011-09-28,345,7.3,2011,6785786.2981403,5854138.55412343
49950,1.074793,16000000.0,40492759.0,The Roommate,91,2011-02-04,133,5.5,2011,15510368.6814635,39253601.313728206
417859,1.071695,130000000.0,554987477.0,Puss in Boots,90,2011-10-28,48,6.9,2011,126021745.536891,538003773.866579
40805,1.0583420000000001,120000000.0,227817248.0,The Green Hornet,119,2011-01-12,854,5.4,2011,116327765.110976,220845594.27977598
49022,1.055533,35000000.0,59901913.0,Something Borrowed,112,2011-05-05,180,6.0,2011,33928931.490701504,58068797.20968461
37430,1.0542559999999999,90000000.0,48795021.0,Conan the Barbarian,113,2011-08-17,382,5.2,2011,87245823.83323249,47301797.8456097
58233,1.0488950000000001,45000000.0,160078586.0,Johnny English Reborn,101,2011-09-15,689,6.0,2011,43622911.9166162,155179867.92921
39538,1.045866,60000000.0,135458097.0,Contagion,106,2011-09-08,852,6.1,2011,58163882.555488296,131312814.08496499
73937,1.038162,41000000.0,7448385.0,The Big Year,100,2011-10-14,152,5.4,2011,39745319.7462503,7220449.83946768
38117,1.029084,17000000.0,43165571.0,Beastly,86,2011-01-21,507,6.0,2011,16479766.724055,41844620.0347432
55465,1.024786,19000000.0,35387212.0,A Very Harold & Kumar Christmas,108,2011-11-04,186,6.0,2011,18418562.8092379,34304294.0455694
60935,1.013771,35000000.0,28128670.0,The Thing,103,2011-10-12,479,6.0,2011,33928931.490701504,27267877.638701398
59108,1.013101,75000000.0,152930623.0,Tower Heist,104,2011-11-02,588,5.8,2011,72704853.1943604,148250646.588494
62838,1.011185,56000000.0,142044638.0,New Year's Eve,118,2011-12-08,479,5.6,2011,54286290.3851224,137697794.037814
38319,1.004841,49900000.0,26121638.0,Your Highness,102,2011-04-08,289,5.1,2011,48372962.325314395,25322264.746482998
50357,0.9416040000000001,5000000.0,25562924.0,Apollo 18,86,2011-07-20,205,4.9,2011,4846990.21295736,24780648.488514498
58151,0.9348799999999999,17000000.0,24922237.0,Fright Night,106,2011-08-18,328,6.1,2011,16479766.724055,24159567.764800698
65759,0.9309200000000001,130000000.0,150406466.0,Happy Feet Two,100,2011-11-17,232,5.8,2011,126021745.536891,145803733.7335
41446,0.929466,40000000.0,97138686.0,Scream 4,111,2011-04-11,499,6.0,2011,38775921.7036588,94166052.0683076
50321,0.9216530000000001,150000000.0,38992758.0,Mars Needs Moms,88,2011-03-09,129,5.5,2011,145409706.38872,37799503.28044289
59678,0.9197299999999999,14350531.0,3964682.0,Attack the Block,88,2011-05-12,427,6.4,2011,13911376.6615482,3843354.97029764
60307,0.917718,21000000.0,72417394.0,Diary of a Wimpy Kid: Rodrick Rules,99,2011-03-25,127,6.4,2011,20357358.8944209,70201279.9931754
64685,0.9079520000000001,40000000.0,55247881.0,Extremely Loud & Incredibly Close,129,2011-12-24,463,7.0,2011,38775921.7036588,53557187.698726505
55301,0.904531,75000000.0,342695435.0,Alvin and the Chipmunks: Chipwrecked,87,2011-12-14,308,5.5,2011,72704853.1943604,332208283.894033
50780,0.9033120000000001,21000000.0,970816.0,The Beaver,91,2011-02-11,144,6.0,2011,20357358.8944209,941107.130116482
64639,0.897265,25000000.0,10324441.0,Straw Dogs,110,2011-09-16,75,5.3,2011,24234951.064786803,10008492.896251101
74534,0.8958290000000001,10000000.0,136836156.0,The Best Exotic Marigold Hotel,124,2011-11-28,310,6.8,2011,9693980.42591472,132648701.78214099
41513,0.8790030000000001,110000000.0,563749323.0,The Smurfs,103,2011-07-29,797,5.5,2011,106633784.685061,546497490.228467
50456,0.8638040000000001,30000000.0,63782078.0,Hanna,111,2011-04-07,804,6.5,2011,29081941.277744103,61830221.5656166
85435,0.852907,12468389.0,29007412.0,A Few Best Men,97,2011-10-14,87,5.7,2011,12086831.890869,28119728.4134443
62046,0.8461879999999989,5000000.0,3142154.0,Flypaper,87,2011-08-19,153,6.1,2011,4846990.21295736,3045997.93712096
50839,0.846125,3500000.0,19504039.0,Margin Call,107,2011-09-28,313,6.6,2011,3392893.14907015,18907177.2292277
45772,0.827785,36000000.0,189712432.0,Gnomeo & Juliet,84,2011-01-13,335,5.7,2011,34898329.533293,183906860.236067
55846,0.815155,15774948.0,741875.0,Blitz,97,2011-05-20,309,6.0,2011,15292203.7131822,719172.1728475479
65057,0.8083359999999989,20000000.0,177243185.0,The Descendants,115,2011-09-09,590,6.6,2011,19387960.8518294,171819196.601678
50359,0.8067350000000001,63000000.0,183953723.0,Hop,95,2011-03-30,228,5.4,2011,61072076.683262706,178324379.003613
23514,0.806361,45000000.0,24000000.0,The Rum Diary,120,2011-10-13,234,5.5,2011,43622911.9166162,23265553.022195302
67913,0.802769,6000000.0,19560274.0,The Guard,96,2011-07-07,194,6.6,2011,5816388.25554883,18961691.3281528
59968,0.80048,10000000.0,17273593.0,Our Idiot Brother,90,2011-08-26,199,5.7,2011,9693980.42591472,16744987.242721697
63493,0.786615,10000000.0,610986.0,The Ledge,101,2011-05-06,44,5.7,2011,9693980.42591472,592288.6324507929
68817,0.785489,24000000.0,63543328.0,Footloose,113,2011-10-06,266,6.5,2011,23265553.022195302,61598777.7829479
70578,0.7803180000000001,36000000.0,9612469.0,Trespass,91,2011-10-14,179,5.3,2011,34898329.533293,9318308.633071199
72113,0.779648,25000000.0,27603069.0,Carnage,80,2011-09-16,382,6.9,2011,24234951.064786803,26758361.0581173
55420,0.779536,100000.0,1776935.0,Another Earth,92,2011-07-22,299,6.8,2011,96939.8042591472,1722557.31081227
10316,0.771868,12500000.0,75993061.0,The Ides of March,101,2011-09-24,591,6.4,2011,12117475.532393401,73667524.5839343
38356,0.7605029999999989,195000000.0,1123746996.0,Transformers: Dark of the Moon,154,2011-06-28,2456,6.1,2011,189032618.305337,1089358138.29044
72571,0.760193,5000000.0,205703818.0,Paranormal Activity 3,83,2011-10-19,406,6.0,2011,4846990.21295736,199408878.52279198
44564,0.747362,70000000.0,67112664.0,The Dilemma,111,2011-01-13,204,5.2,2011,67857862.98140301,65058885.114699095
50725,0.734516,19000000.0,6928068.0,Take Me Home Tonight,97,2011-03-04,120,6.3,2011,18418562.8092379,6716055.55814061
81390,0.70252,4000000.0,25345000.0,A Lonely Place to Die,99,2011-04-09,77,6.1,2011,3877592.17036588,24569393.389480803
64328,0.699052,45000000.0,165184237.0,The Muppets,103,2011-11-22,328,6.4,2011,43622911.9166162,160129276.014765
56288,0.688697,27000000.0,85564310.0,Spy Kids: All the Time in the World,89,2011-08-18,125,4.5,2011,26173747.1499697,82945874.6296899
44945,0.687144,9500000.0,120000.0,Trust,104,2011-04-01,164,6.5,2011,9209281.40461898,116327.76511097599
74998,0.666454,17000000.0,12355798.0,Seeking Justice,105,2011-09-02,171,5.9,2011,16479766.724055,11977686.3958556
49012,0.661177999999999,40000000.0,45735397.0,Arthur,110,2011-04-08,180,5.3,2011,38775921.7036588,44335804.32894389
49494,0.658095,25000000.0,27122040.0,The Eagle,114,2011-02-08,252,5.9,2011,24234951.064786803,26292052.4870876
57431,0.656612,25000000.0,34942188.0,The Sitter,81,2011-12-09,213,5.4,2011,24234951.064786803,33872888.651063204
63310,0.644722999999999,2000000.0,42070.0,Rundskop,124,2011-02-02,56,7.5,2011,1938796.08518294,40782.5756518232
80591,0.626306,15000000.0,868439.0,W.E.,119,2011-09-01,43,5.8,2011,14540970.638872,841863.066710095
58428,0.604152,750000.0,78396.0,The Innkeepers,102,2011-12-01,104,5.2,2011,727048.5319436041,75996.928947001
47760,0.601594,8000000.0,163265.0,Restless,91,2011-09-16,93,6.3,2011,7755184.34073177,158268.771423696
101173,0.597001,7700000.0,1072602.0,Coriolanus,123,2011-02-14,76,5.7,2011,7464364.92795433,1039778.27927969
88794,0.588821,35000000.0,84606030.0,J. Edgar,137,2011-11-09,428,5.8,2011,33928931.490701504,82016919.8734354
48340,0.587044999999999,30000000.0,108609310.0,Sanctum,108,2011-02-03,193,5.7,2011,29081941.277744103,105285652.52121
70868,0.58425,24000000.0,30551495.0,I Don't Know How She Does It,89,2011-09-16,94,5.2,2011,23265553.022195302,29616559.451243103
48231,0.580693999999999,15000000.0,27462041.0,A Dangerous Method,99,2011-09-30,308,5.9,2011,14540970.638872,26621648.7909667
43959,0.578282,18000000.0,47088990.0,Soul Surfer,106,2011-04-08,225,6.9,2011,17449164.7666465,45647974.7336094
62206,0.570978,28000000.0,40547440.0,30 Minutes or Less,83,2011-08-11,337,5.5,2011,27143145.1925612,39306608.9680951
77949,0.570634,4798235.0,209696.0,The Awakening,107,2011-08-17,243,6.2,2011,4651399.61689389,203278.89193926103
57089,0.566856,30000000.0,13521829.0,Hoodwinked Too! Hood VS. Evil,86,2011-04-29,86,4.9,2011,29081941.277744103,13108034.5648566
50601,0.539108,20000000.0,17479.0,5 Days of War,113,2011-04-14,29,5.9,2011,19387960.8518294,16944.108386456297
55787,0.530139,38000000.0,114156230.0,Water for Elephants,120,2011-03-15,558,6.7,2011,36837125.6184759,110662825.91162099
69668,0.528255,50000000.0,38502340.0,Dream House,92,2011-09-30,235,5.9,2011,48469902.129573606,37324093.0311913
55720,0.524684,10000000.0,1759252.0,A Better Life,98,2011-06-24,27,6.6,2011,9693980.42591472,1705415.44522513
59296,0.5204300000000001,1.0,1378.0,"Love, Wedding, Marriage",90,2011-06-03,55,5.3,2011,0.9693980425914721,1335.83050269104
75622,0.512775,12000000.0,972512.0,Rampart,108,2011-12-10,63,5.2,2011,11632776.5110976,942751.229196718
64720,0.509532,5000000.0,3099314.0,Take Shelter,120,2011-11-25,248,6.9,2011,4846990.21295736,3004468.92497634
51588,0.506031,8000000.0,10130000.0,Prom,104,2011-04-29,78,5.8,2011,7755184.34073177,9820002.17145161
57276,0.49518,4317946.0,14624826.0,Pina,106,2011-02-24,48,7.2,2011,4185808.40041567,14177277.697640803
72213,0.48794499999999996,1000000.0,34522221.0,Courageous,129,2011-09-30,51,6.7,2011,969398.042591472,33465773.4633102
77221,0.484734,40000000.0,5446000.0,Black Gold,130,2011-12-21,55,5.6,2011,38775921.7036588,5279341.73995315
73567,0.482368,10000000.0,3665069.0,Killer Joe,102,2011-09-10,196,6.3,2011,9693980.42591472,3552910.71456268
38322,0.475663,32000000.0,83615414.0,"Big Mommas: Like Father, Like Son",107,2011-02-16,223,5.4,2011,31020737.362927098,81056618.6620756
50217,0.46351000000000003,93.0,2500000.0,From Prada to Nada,107,2011-01-28,47,5.2,2011,90.15401796100691,2423495.10647868
62837,0.45555500000000004,37000000.0,95404397.0,Dolphin Tale,113,2011-09-23,103,6.6,2011,35867727.5758844,92484835.7064197
55292,0.44615,29000000.0,33662874.0,Xin shao lin si,131,2011-01-20,59,6.4,2011,28112543.2351527,32632724.163603302
51497,0.436803,125000000.0,626137675.0,Fast Five,130,2011-04-20,1591,7.1,2011,121174755.323934,606976636.537775
79070,0.43450600000000006,2500000.0,3358.0,Nuit Blanche,98,2011-11-14,28,5.9,2011,2423495.10647868,3255.23862702216
79777,0.43132,10000000.0,303877.0,In the Land of Blood and Honey,127,2011-12-23,31,6.6,2011,9693980.42591472,294577.768988568
60422,0.42982600000000004,4000000.0,355688.0,Another Happy Day,119,2011-11-18,19,6.1,2011,3877592.17036588,344803.250973275
57119,0.423412,6600000.0,37710610.0,Jumping the Broom,112,2011-05-06,37,6.3,2011,6398027.08110371,36556591.5189304
92182,0.41920100000000005,2000000.0,13101672.0,Silent House,85,2011-01-21,63,5.2,2011,1938796.08518294,12700735.191475501
9364,0.41462899999999997,8000000.0,100915.0,Wuthering Heights,129,2011-09-05,36,5.6,2011,7755184.34073177,97826.80346811839
84355,0.5245270000000001,125000.0,3200000.0,Your Sister's Sister,90,2011-09-11,96,6.3,2011,121174.755323934,3102073.73629271
59860,0.410616,20000000.0,17425000.0,Monte Carlo,109,2011-07-01,359,5.9,2011,19387960.8518294,16891760.8921564
55725,0.410207,10831173.0,10654385.0,Win Win,106,2011-03-18,87,6.8,2011,10499717.9051696,10328339.9640159
44754,0.395082,14000000.0,46495.0,Margaret,149,2011-09-30,35,5.9,2011,13571572.5962806,45072.1619902905
73499,0.38117399999999996,17000000.0,3696232.0,The Double,98,2011-10-27,133,5.9,2011,16479766.724055,3583120.06576396
91070,0.372627,930000.0,30905.0,L!fe Happens,100,2011-06-18,47,5.2,2011,901540.179610069,29959.2465062894
71688,0.37054000000000004,13000000.0,114956699.0,The Iron Lady,105,2011-12-30,333,6.2,2011,12602174.5536891,111438798.993377
48572,0.548602,4000000.0,1104682.0,Red State,88,2011-08-19,137,5.8,2011,3877592.17036588,1070876.56848603
62630,0.363036,19100000.0,5728213.0,The Devil's Double,109,2011-02-11,126,6.3,2011,18515502.6134971,5552918.46974702
56401,0.352084,4000000.0,253899.0,The Music Never Stopped,105,2011-03-18,31,7.3,2011,3877592.17036588,246129.193615932
65055,0.339565,28000000.0,10126458.0,Shark Night,91,2011-09-02,74,5.1,2011,27143145.1925612,9816568.56358475
49010,0.567753,3000000.0,672648.0,Hobo with a Shotgun,86,2011-05-06,84,5.8,2011,2908194.12777441,652063.654553068
51017,0.33427399999999996,25000000.0,53213633.0,Madea's Big Happy Family,106,2011-04-22,45,6.9,2011,24234951.064786803,51585191.669380896
56780,0.318142,15000000.0,4627375.0,Atlas Shrugged Part I,97,2011-04-14,37,4.8,2011,14540970.638872,4485768.26733671
53487,0.307661,25000000.0,11790979.0,This Must Be the Place,118,2011-10-01,127,6.3,2011,24234951.064786803,11430151.9628371
73873,0.283696,8000000.0,5634828.0,Albert Nobbs,113,2011-12-21,68,6.1,2011,7755184.34073177,5462391.23353962
58882,0.263908,134005.0,1332231.0,Snow Flower and the Secret Fan,104,2011-07-15,12,4.4,2011,129904.18469747,1291462.12367967
65650,0.24480300000000002,6000000.0,5206.0,The Good Doctor,93,2011-01-01,28,4.8,2011,5816388.25554883,5046.6862097312
79120,0.243777,8000.0,469947.0,Weekend,96,2011-09-22,96,7.4,2011,7755.18434073177,455565.70192173397
74725,0.198863,500000.0,171760.0,Kill List,95,2011-09-02,88,5.9,2011,484699.021295736,166503.807795511
54518,0.226575,13000000.0,98441954.0,Justin Bieber: Never Say Never,105,2011-02-11,90,5.3,2011,12602174.5536891,95429437.5164797
58699,0.19528299999999998,17000.0,101236.0,Bellflower,106,2011-04-16,24,6.7,2011,16479.766724055,98137.9802397903
82532,0.193681,10000000.0,4417580.0,"Jeff, Who Lives at Home",83,2011-09-13,138,5.9,2011,9693980.42591472,4282393.40499123
38541,0.189663,3000000.0,22000.0,The Divide,112,2011-03-13,86,5.6,2011,2908194.12777441,21326.7569370123
66150,0.181427,45202.0,225861.0,Life in a Day,95,2011-01-27,58,7.3,2011,43818.7303212197,218949.211297752
49538,0.16451500000000002,160000000.0,344420111.0,X-Men: First Class,132,2011-05-24,3651,7.0,2011,155103686.814635,333880181.432537
80379,0.331313,250000.0,1000000.0,Louis C.K.: Live at the Beacon Theater,62,2011-12-10,47,7.9,2011,242349.510647868,969398.042591472
67675,0.135239,9000000.0,18663238.0,Glee: The Concert Movie,84,2011-08-11,54,6.3,2011,8724582.38332325,18092106.385618698
62796,0.098896,20.0,15.0,William & Kate,83,2011-04-18,18,5.9,2011,19.387960851829398,14.540970638872
121,8.095275,79000000.0,926287400.0,The Lord of the Rings: The Two Towers,179,2002-12-18,5114,7.8,2002,95768650.0960232,1122902454.41715
672,6.0125839999999995,100000000.0,876688482.0,Harry Potter and the Chamber of Secrets,161,2002-11-13,3458,7.2,2002,121226139.362054,1062775600.9604
425,4.4675129999999905,59000000.0,383257136.0,Ice Age,81,2002-03-10,2270,6.9,2002,71523422.2236122,464607829.802379
2501,3.628943,60000000.0,214034224.0,The Bourne Identity,119,2002-06-14,2601,7.1,2002,72735683.6172328,259465426.668732
1576,3.3266459999999998,33000000.0,102441078.0,Resident Evil,100,2002-03-15,1265,6.3,2002,40004625.989478,124185363.980271
557,3.241129,139000000.0,821708551.0,Spider-Man,121,2002-05-01,3170,6.6,2002,168504333.713256,996125553.1851801
1894,3.128314,120000000.0,649398328.0,Star Wars: Episode II - Attack of the Clones,142,2002-05-15,2549,6.4,2002,145471367.234465,787240522.116133
640,2.973115,52000000.0,352114312.0,Catch Me If You Can,141,2002-12-25,2277,7.6,2002,63037592.468268394,426854586.57886
608,2.388226,140000000.0,441818803.0,Men in Black II,88,2002-07-03,1950,5.9,2002,169716595.10687602,535599877.852542
423,2.364204,35000000.0,120072577.0,The Pianist,150,2002-09-24,938,7.9,2002,42429148.7767191,145559349.52963
180,2.103595,102000000.0,358372926.0,Minority Report,145,2002-06-20,1595,6.9,2002,123650662.149295,434441662.708633
11544,2.095296,80000000.0,145771527.0,Lilo & Stitch,85,2002-06-21,681,6.9,2002,96980911.48964371,176713194.47121498
4108,1.955546,21000000.0,43928932.0,The Transporter,92,2002-10-02,1119,6.5,2002,25457489.2660314,53253348.3265822
7451,1.9367279999999998,70000000.0,277448382.0,xXx,124,2002-08-09,849,5.7,2002,84858297.55343829,336339962.221085
9016,1.9364919999999999,140000000.0,109578115.0,Treasure Planet,95,2002-11-26,545,7.0,2002,169716595.10687602,132837318.400212
36669,1.846196,140000000.0,431971116.0,Die Another Day,133,2002-11-17,692,5.8,2002,169716595.10687602,523661907.085983
170,1.8394080000000002,5000000.0,82719885.0,28 Days Later...,113,2002-10-31,1015,6.9,2002,6061306.96810273,100278123.070231
7303,1.8098830000000001,55000000.0,154906693.0,Maid in Manhattan,105,2002-12-12,281,5.7,2002,66674376.64913,187787403.53733
36586,1.778527,54000000.0,155010032.0,Blade II,117,2002-03-22,961,6.1,2002,65462115.255509496,187912677.417485
3131,1.75153,100000000.0,193772504.0,Gangs of New York,167,2002-12-14,1068,6.9,2002,121226139.362054,234902925.744383
4547,1.694723,48000000.0,196397415.0,Panic Room,112,2002-03-29,670,6.4,2002,58188546.89378621,238085004.01137203
10996,1.594587,120000000.0,169956806.0,Stuart Little 2,78,2002-07-19,366,5.4,2002,145471367.234465,206032074.49685702
11452,1.5685280000000001,5000000.0,38275483.0,National Lampoonâ€™s Van Wilder,92,2002-03-29,684,5.9,2002,6061306.96810273,46399890.363079496
65,1.558805,41000000.0,215000000.0,8 Mile,110,2002-11-08,944,6.7,2002,49702717.138442405,260636199.628417
2022,1.525009,50000000.0,171269535.0,Mr. Deeds,96,2002-06-28,379,5.7,2002,60613069.68102729,207623445.183843
455,1.496493,3500159.0,76578641.0,Bend It Like Beckham,112,2002-04-11,309,6.0,2002,4243107.6272335,92833330.0602275
2642,1.486895,60000000.0,93354918.0,Two Weeks Notice,101,2002-12-19,263,5.8,2002,72735683.6172328,113170562.996011
2675,1.381699,72000000.0,408247917.0,Signs,106,2002-08-02,905,6.3,2002,87282820.3406793,494903188.805105
565,1.359987,48000000.0,249348933.0,The Ring,115,2002-10-18,810,6.4,2002,58188546.89378621,302276085.01637596
10229,1.297822,11000000.0,41227069.0,A Walk to Remember,101,2002-01-25,582,7.3,2002,13334875.329826,49977984.120830394
8346,1.271588,5000000.0,368744044.0,My Big Fat Greek Wedding,95,2002-02-22,395,6.1,2002,6061306.96810273,447014168.668716
245,1.263507,27000000.0,129000000.0,About a Boy,101,2002-04-26,361,6.4,2002,32731057.6277547,156381719.77705
9884,1.216798,85000000.0,78382433.0,Collateral Damage,108,2002-02-06,242,5.5,2002,103042218.457746,95019997.4639491
1817,1.20464,13000000.0,97837138.0,Phone Booth,81,2002-09-09,529,6.5,2002,15759398.117067099,118604185.259725
201,1.204615,60000000.0,67312826.0,Star Trek: Nemesis,117,2002-12-12,291,6.1,2002,72735683.6172328,81600740.25529741
7299,1.191235,20000000.0,5359645.0,Equilibrium,107,2002-12-06,927,6.9,2002,24245227.872410897,6497290.71701139
9962,1.182695,8000000.0,16856124.0,The Good Girl,93,2002-01-12,98,5.8,2002,9698091.14896437,20434028.3712807
590,1.1768100000000001,25000000.0,108846072.0,The Hours,114,2002-12-27,216,6.7,2002,30306534.8405136,131949890.93284199
4147,1.165599,80000000.0,181001478.0,Road to Perdition,117,2002-07-12,614,7.1,2002,96980911.48964371,219421103.967658
818,1.15929,63000000.0,296633907.0,Austin Powers in Goldmember,94,2002-07-26,557,5.9,2002,76372467.7980944,359597833.494927
9021,1.118663,65000000.0,172855065.0,The Santa Clause 2,104,2002-10-31,174,5.4,2002,78796990.5853355,209545521.99127
320,1.11148799999999,46000000.0,113714830.0,Insomnia,118,2002-05-24,564,6.6,2002,55764024.106545106,137852098.291123
9645,1.090465,35000000.0,68349884.0,Ghost Ship,91,2002-10-25,265,5.2,2002,42429148.7767191,82857925.6316427
9637,1.06440499999999,84000000.0,275650703.0,Scooby-Doo,88,2002-06-14,401,5.3,2002,101829957.064125,334160705.37126297
9023,1.04058799999999,80000000.0,122563539.0,Spirit: Stallion of the Cimarron,83,2002-05-24,402,7.1,2002,96980911.48964371,148579046.595206
10375,1.039674,55000000.0,6416302.0,D-Tox,96,2002-01-04,60,5.8,2002,66674376.64913,7778235.2044103
9334,1.025158,60000000.0,165333180.0,The Scorpion King,92,2002-04-16,420,5.2,2002,72735683.6172328,200427031.19851598
8427,1.011362,70000000.0,33561137.0,I Spy,97,2002-10-31,133,5.2,2002,84858297.55343829,40684870.7111101
1430,1.0057719999999999,4000000.0,35564473.0,Bowling for Columbine,120,2002-10-09,235,7.2,2002,4849045.57448218,43113437.60236029
1429,1.005627,15000000.0,13060843.0,25th Hour,135,2002-12-16,309,6.9,2002,18183920.9043082,15833155.737039099
7090,0.9858,1300000.0,447741.0,Ken Park,97,2002-08-31,61,5.4,2002,1575939.81170671,542779.1286410571
4614,0.958182,68.0,193.0,The Sum of All Fears,124,2002-05-31,256,5.7,2002,82.4337747661972,233.96644896876498
10590,0.936666,75000000.0,114660784.0,We Were Soldiers,138,2002-03-01,332,6.5,2002,90919604.521541,138998841.805464
9012,0.9254950000000001,5000000.0,64282312.0,Jackass: The Movie,87,2002-10-21,197,6.2,2002,6061306.96810273,77926965.1302708
1360,0.9153700000000001,12000000.0,56298474.0,Frida,123,2002-08-29,201,7.3,2002,14547136.7234465,68248466.5499501
11892,0.90146,50000000.0,56714147.0,Murder by Numbers,120,2002-04-19,141,6.1,2002,60613069.68102729,68752370.8802205
2757,0.898884,19000000.0,32801173.0,Adaptation.,114,2002-12-06,319,7.2,2002,23032966.4787903,39763595.693368606
11529,0.8950229999999989,30000000.0,180622424.0,Sweet Home Alabama,108,2002-09-26,224,6.0,2002,36367841.8086164,218961591.437361
